,OPEN,CLOSE,VOLUME,ADJFACTOR,DIV_CAPITALIZATION,DIV_STOCK
20170731,22.72,22.6,4152803.0,11.228144,,
20170801,22.6,23.14,5888158.0,11.228144,,
20170802,23.06,22.69,3913619.9999999995,11.228144,,
20170803,22.7,22.45,3873244.9999999995,11.228144,,
20170804,22.52,22.48,2728782.0,11.228144,,
20170807,22.41,22.73,1740734.0,11.228144,,
20170808,22.6,22.85,2936595.0,11.228144,,
20170809,22.84,23.07,5283762.0,11.228144,,
20170810,23.22,23.35,8086425.999999999,11.228144,,
20170811,23.2,22.94,5249690.0,11.228144,,
20170814,22.93,23.52,6654278.999999999,11.228144,,
20170815,23.51,22.84,9865556.0,11.228144,,
20170816,22.75,22.82,4642641.0,11.228144,,
20170817,22.82,22.75,5476735.0,11.228144,,
20170818,22.7,22.86,3066792.0,11.228144,,
20170821,22.89,22.73,2853032.0,11.228144,,
20170822,22.75,22.34,4108394.9999999995,11.228144,,
20170823,22.39,22.58,3018902.0,11.228144,,
20170824,22.53,22.31,2525062.0,11.228144,,
20170825,22.25,22.44,2033758.0000000002,11.228144,,
20170828,22.78,22.84,7089589.0,11.228144,,
20170829,22.8,22.91,4248320.0,11.228144,,
20170830,22.94,23.3,6005924.0,11.228144,,
20170831,23.3,23.33,5356877.0,11.228144,,
20170901,23.33,23.4,5866857.0,11.228144,,
20170904,23.4,23.93,8050277.0,11.228144,,
20170905,23.86,23.61,6210740.0,11.228144,,
20170906,23.56,23.38,6643917.0,11.228144,,
20170907,23.39,23.4,7175902.0,11.228144,,
20170908,23.41,24.16,8696744.0,11.228144,,
20170911,24.04,24.19,9618947.0,11.228144,,
20170912,24.09,23.9,5295094.0,11.228144,,
20170913,23.84,23.79,2708932.0,11.228144,,
20170914,23.71,23.56,3426878.0,11.228144,,
20170915,23.48,23.64,2482979.0,11.228144,,
20170918,23.63,24.53,9230423.0,11.228144,,
20170919,24.5,24.51,4725956.0,11.228144,,
20170920,24.51,24.7,5690511.0,11.228144,,
20170921,24.85,24.15,4375913.0,11.228144,,
20170922,24.16,24.6,3509504.0,11.228144,,
20170925,24.6,25.2,7772792.999999999,11.228144,,
20170926,25.16,25.28,6885448.0,11.228144,,
20170927,25.18,24.8,10978396.0,11.228144,,
20170928,24.79,25.37,5541911.0,11.228144,,
20170929,25.25,25.33,6044515.0,11.228144,,
20171009,25.43,25.3,7115274.000000001,11.228144,,
20171010,25.29,26.15,11964424.0,11.228144,,
20171011,26.3,26.47,10552435.0,11.228144,,
20171012,26.58,26.34,6352318.0,11.228144,,
20171013,26.26,26.49,5336437.0,11.228144,,
20171016,26.5,26.02,5129145.0,11.228144,,
20171017,26.0,26.03,3887137.9999999995,11.228144,,
20171018,26.04,27.11,11028709.0,11.228144,,
20171019,27.11,27.25,5345005.0,11.228144,,
20171020,27.3,27.39,6251256.0,11.228144,,
20171023,27.4,28.08,8893292.0,11.228144,,
20171024,28.3,28.17,7182242.0,11.228144,,
20171025,28.1,28.99,10543527.0,11.228144,,
20171026,28.82,28.7,11263081.0,11.228144,,
20171027,28.91,28.89,6343304.0,11.228144,,
20171030,28.88,28.02,10567136.0,11.228144,,
20171031,27.96,27.68,13720406.0,11.228144,,
20171101,27.64,27.7,8998761.0,11.228144,,
20171102,27.57,27.95,7923271.000000001,11.228144,,
20171103,29.42,28.01,17128279.0,11.228144,,
20171106,27.66,28.57,16131704.0,11.228144,,
20171107,28.63,29.88,21575421.0,11.228144,,
20171108,29.4,28.67,32388048.0,11.228144,,
20171109,28.23,28.37,18463479.0,11.228144,,
20171110,28.3,28.49,13030517.0,11.228144,,
20171113,28.5,29.39,14500613.0,11.228144,,
20171114,29.2,28.54,9693641.0,11.228144,,
20171115,28.45,28.44,6843602.0,11.228144,,
20171116,28.3,28.55,8852844.0,11.228144,,
20171117,28.26,27.38,13530447.0,11.228144,,
20171120,27.15,27.62,7902916.0,11.228144,,
20171121,27.5,27.78,9834381.0,11.228144,,
20171122,27.81,27.63,6308517.0,11.228144,,
20171123,27.44,26.22,9125579.0,11.228144,,
20171124,26.28,26.62,5705828.0,11.228144,,
20171127,26.8,26.74,8687378.0,11.228144,,
20171128,26.53,27.26,6072277.0,11.228144,,
20171129,27.34,27.75,6290357.0,11.228144,,
20171130,27.76,27.2,3869199.0,11.228144,,
20171201,27.15,28.06,7449842.999999999,11.228144,,
20171204,28.01,28.32,5416254.0,11.228144,,
20171205,28.34,27.66,6790970.0,11.228144,,
20171206,27.7,27.79,5694017.0,11.228144,,
20171207,28.1,28.65,12108337.0,11.228144,,
20171208,28.65,28.65,0.0,11.228144,,
20171211,28.65,28.65,0.0,11.228144,,
20171212,28.65,28.65,0.0,11.228144,,
20171213,28.65,28.65,0.0,11.228144,,
20171214,28.65,28.65,0.0,11.228144,,
20171215,28.8,28.18,14684675.0,11.228144,,
20171218,27.92,28.75,8060383.0,11.228144,,
20171219,28.7,29.06,6703813.0,11.228144,,
20171220,29.45,29.47,6992914.999999999,11.228144,,
20171221,29.47,30.64,11796424.0,11.228144,,
20171222,30.8,30.37,6633680.0,11.228144,,
20171225,30.36,30.59,8099323.0,11.228144,,
20171226,30.55,30.43,5399355.0,11.228144,,
20171227,30.32,29.83,7881503.0,11.228144,,
20171228,29.79,29.88,6705472.0,11.228144,,
20171229,29.88,30.8,7317131.0,11.228144,,
20180102,31.0,30.42,7607714.999999999,11.228144,,
20180103,30.4,30.25,10099131.0,11.228144,,
20180104,30.51,29.67,12372473.0,11.228144,,
20180105,30.65,31.5,21289329.0,11.228144,,
20180108,31.68,33.63,15921172.0,11.228144,,
20180109,33.62,33.4,11149714.0,11.228144,,
20180110,33.74,33.9,11446797.0,11.228144,,
20180111,33.77,33.89,9707333.0,11.228144,,
20180112,33.8,34.11,6066953.0,11.228144,,
20180115,33.63,33.45,10315157.0,11.228144,,
20180116,33.55,35.45,12435685.0,11.228144,,
20180117,35.63,35.26,11395291.0,11.228144,,
20180118,35.0,35.97,11933349.0,11.228144,,
20180119,35.5,35.1,7423486.0,11.228144,,
20180122,35.3,35.0,6753764.0,11.228144,,
20180123,35.0,35.59,7162153.0,11.228144,,
20180124,35.58,36.33,12245066.0,11.228144,,
20180125,36.4,35.79,6571989.999999999,11.228144,,
20180126,35.5,35.3,7147222.0,11.228144,,
20180129,34.96,34.9,8726518.0,11.228144,,
20180130,34.9,34.77,4616321.0,11.228144,,
20180131,34.77,34.98,7140082.000000001,11.228144,,
20180201,35.02,34.6,8523911.0,11.228144,,
20180202,34.4,34.51,6047345.0,11.228144,,
20180205,33.76,33.6,7393222.0,11.228144,,
20180206,32.5,31.5,15682823.000000002,11.228144,,
20180207,32.38,32.6,14781317.000000002,11.228144,,
20180208,32.4,32.5,8624361.0,11.228144,,
20180209,31.49,31.47,9923654.0,11.228144,,
20180212,31.68,33.69,14959751.0,11.228144,,
20180213,33.99,33.75,10027820.0,11.228144,,
20180214,33.75,35.1,7953558.0,11.228144,,
20180222,35.37,35.61,8217017.0,11.228144,,
20180223,35.3,35.06,7145664.999999999,11.228144,,
20180226,35.06,37.16,10689970.0,11.228144,,
20180227,37.01,36.61,8613160.0,11.228144,,
20180228,36.42,36.3,6544676.0,11.228144,,
20180301,36.2,37.13,7909939.999999999,11.228144,,
20180302,36.99,36.81,4994356.0,11.228144,,
20180305,37.0,37.24,5603125.0,11.228144,,
20180306,37.16,38.28,8682529.0,11.228144,,
20180307,38.28,38.35,5721103.0,11.228144,,
20180308,38.16,40.08,9763088.0,11.228144,,
20180309,39.95,39.9,7974238.0,11.228144,,
20180312,39.9,39.87,8838400.0,11.228144,,
20180313,39.7,38.88,10077190.0,11.228144,,
20180314,38.8,38.84,5873402.0,11.228144,,
20180315,38.49,38.87,4984945.0,11.228144,,
20180316,38.88,39.56,7949559.0,11.228144,,
20180319,39.5,40.26,8594998.0,11.228144,,
20180320,39.82,41.59,10106561.0,11.228144,,
20180321,41.35,41.17,9297865.0,11.228144,,
20180322,41.15,41.17,5444163.0,11.228144,,
20180323,39.5,40.09,13056684.0,11.228144,,
20180326,39.4,42.16,9797526.0,11.228144,,
20180327,42.22,43.2,12850766.0,11.228144,,
20180328,42.77,41.87,8131050.0,11.228144,,
20180329,42.0,40.01,14281895.000000002,11.228144,,
20180330,39.75,41.18,10428897.0,11.228144,,
20180402,40.98,40.35,8942593.0,11.228144,,
20180403,40.0,40.28,8980320.0,11.228144,,
20180404,40.75,38.9,9828270.0,11.228144,,
20180409,38.86,40.98,11995592.0,11.228144,,
20180410,41.48,42.38,9655281.0,11.228144,,
20180411,42.2,42.37,5574037.0,11.228144,,
20180412,42.11,42.8,5973881.0,11.228144,,
20180413,42.91,42.27,5909514.0,11.228144,,
20180416,42.11,42.15,5521064.0,11.228144,,
20180417,42.14,40.68,5597230.0,11.228144,,
20180418,40.72,40.8,8457680.0,11.228144,,
20180419,41.08,41.95,6870475.0,11.228144,,
20180420,41.95,42.6,8208197.0,11.228144,,
20180423,42.72,42.95,9497720.0,11.228144,,
20180424,42.82,43.38,6951766.0,11.228144,,
20180425,43.3,45.55,10516436.0,11.228144,,
20180426,45.6,44.4,7843356.0,11.228144,,
20180427,44.66,47.0,9867632.0,11.228144,,
20180502,47.0,46.47,9446328.0,11.228144,,
20180503,46.5,45.8,8304552.0,11.228144,,
20180504,45.66,45.98,6703542.0,11.228144,,
20180507,45.75,46.2,7189227.0,11.228144,,
20180508,46.4,45.5,7894714.0,11.228144,,
20180509,45.5,45.11,6430486.0,11.228144,,
20180510,45.16,47.76,12087947.0,11.228144,,
20180511,47.48,46.05,11721732.0,11.228144,,
20180514,45.7,45.97,8087202.0,11.228144,,
20180515,45.99,46.45,8147171.000000001,11.228144,,
20180516,46.44,47.44,8782334.0,11.228144,,
20180517,47.77,46.81,7127681.0,11.228144,,
20180518,46.85,48.5,7691648.0,11.228144,,
20180521,48.52,48.68,8394643.0,11.228144,,
20180522,48.65,50.16,9003028.0,11.228144,,
20180523,50.0,49.49,12132702.0,11.228144,,
20180524,32.79,33.3,16169962.0,16.946656,,
20180525,33.3,33.5,13498051.999999998,16.946656,,
20180528,33.6,34.44,15875456.0,16.946656,,
20180529,34.3,31.14,28239215.000000004,16.946656,,
20180530,30.29,30.76,35365443.0,16.946656,,
20180531,31.15,33.0,23701918.0,16.946656,,
20180601,33.0,32.12,17932960.0,16.946656,,
20180604,32.0,31.72,15291793.0,16.946656,,
20180605,31.7,32.6,14322504.0,16.946656,,
20180606,32.56,32.38,12408882.0,16.946656,,
20180607,31.55,30.94,27900930.0,16.946656,,
20180608,30.88,31.59,15568979.999999998,16.946656,,
20180611,31.37,31.04,10844111.0,16.946656,,
20180612,31.0,30.87,14656849.0,16.946656,,
20180613,30.77,30.86,17123390.0,16.946656,,
20180614,30.76,30.12,10046088.0,16.946656,,
20180615,30.05,29.95,8060373.0,16.946656,,
20180619,29.65,29.76,16595314.000000002,16.946656,,
20180620,29.99,32.07,24905981.0,16.946656,,
20180621,32.09,32.25,19578543.0,16.946656,,
20180622,32.03,32.47,12293582.0,16.946656,,
20180625,32.65,33.22,16880033.0,16.946656,,
20180626,32.8,32.9,13212304.0,16.946656,,
20180627,32.82,31.76,13957173.000000002,16.946656,,
20180628,31.5,31.61,11980989.0,16.946656,,
20180629,31.4,32.29,15475365.0,16.946656,,
20180702,32.06,32.3,16073328.0,16.946656,,
20180703,32.2,31.29,23067528.0,16.946656,,
20180704,31.0,30.16,11288654.0,16.946656,,
20180705,30.03,29.78,11458957.0,16.946656,,
20180706,29.85,30.27,15654332.999999998,16.946656,,
20180709,30.45,31.77,14626376.999999998,16.946656,,
20180710,31.84,32.0,10456659.0,16.946656,,
20180711,31.5,32.15,14882441.0,16.946656,,
20180712,31.97,32.99,19110267.0,16.946656,,
20180713,32.84,33.64,15980915.0,16.946656,,
20180716,34.1,35.66,21800124.0,16.946656,,
20180717,35.4,34.83,16041788.0,16.946656,,
20180718,34.93,34.91,12974217.0,16.946656,,
20180719,34.9,34.0,13086143.0,16.946656,,
20180720,34.07,33.76,14340566.0,16.946656,,
20180723,32.58,33.25,28492415.999999996,16.946656,,
20180724,32.91,33.2,24095606.0,16.946656,,
20180725,33.5,34.26,18366764.0,16.946656,,
20180726,34.11,33.98,11142597.0,16.946656,,
20180727,33.68,33.7,9502007.0,16.946656,,
20180730,33.6,32.8,16472782.0,16.946656,,
20180731,33.04,33.42,13871519.0,16.946656,,
20180801,33.61,33.16,11523877.0,16.946656,,
20180802,32.91,33.12,14824400.0,16.946656,,
20180803,32.8,31.94,15407565.0,16.946656,,
20180806,31.52,30.24,19301650.0,16.946656,,
20180807,30.49,31.23,14143416.0,16.946656,,
20180808,31.1,30.01,11515388.0,16.946656,,
20180809,29.67,31.53,17819666.0,16.946656,,
20180810,31.32,32.35,13101566.0,16.946656,,
20180813,31.8,32.73,9258328.0,16.946656,,
20180814,32.73,32.5,7188497.0,16.946656,,
20180815,32.4,30.82,12995165.0,16.946656,,
20180816,30.51,30.71,11406442.0,16.946656,,
20180817,31.07,29.26,24318781.0,16.946656,,
20180820,29.05,27.94,22132791.0,16.946656,,
20180821,28.11,30.15,20422583.0,16.946656,,
20180822,30.0,29.59,8734161.0,16.946656,,
20180823,29.6,29.97,12519912.0,16.946656,,
20180824,29.8,29.88,7262606.0,16.946656,,
20180827,30.5,31.73,17570342.0,16.946656,,
20180828,31.9,32.46,16298396.0,16.946656,,
20180829,32.03,32.45,12350785.0,16.946656,,
20180830,32.39,31.76,10930452.0,16.946656,,
20180831,31.76,31.37,8033064.0,16.946656,,
20180903,31.28,31.66,9437526.0,16.946656,,
20180904,31.73,31.1,16189643.0,16.946656,,
20180905,30.71,30.3,8929037.0,16.946656,,
20180906,30.05,29.95,8279486.0,16.946656,,
20180907,30.01,30.6,9426771.0,16.946656,,
20180910,30.14,30.23,6207126.0,16.946656,,
20180911,30.16,30.46,5220835.0,16.946656,,
20180912,30.29,28.95,16338604.0,16.946656,,
20180913,29.35,28.51,21933348.0,16.946656,,
20180914,28.52,28.09,12249894.0,16.946656,,
20180917,27.98,28.2,6901278.999999999,16.946656,,
20180918,28.2,29.07,13922712.0,16.946656,,
20180919,29.19,29.37,10954562.0,16.946656,,
20180920,29.28,28.89,6499602.0,16.946656,,
20180921,28.97,29.78,10233647.0,16.946656,,
20180925,29.45,29.75,6830949.000000001,16.946656,,
20180926,30.12,31.34,17824453.0,16.946656,,
20180927,31.17,31.42,13626022.0,16.946656,,
20180928,31.38,32.25,14507626.0,16.946656,,
20181008,31.62,31.03,12276398.0,16.946656,,
20181009,31.0,31.1,8243652.0,16.946656,,
20181010,31.43,30.16,10893330.0,16.946656,,
20181011,29.21,29.04,16428303.0,16.946656,,
20181012,29.3,30.11,13455018.0,16.946656,,
20181015,30.43,29.06,11900879.0,16.946656,,
20181016,29.1,29.37,9003184.0,16.946656,,
20181017,29.8,29.0,14636726.999999998,16.946656,,
20181018,28.75,27.22,21098259.0,16.946656,,
20181019,26.68,28.5,18568854.0,16.946656,,
20181022,28.88,30.83,23068381.0,16.946656,,
20181023,30.8,29.08,20820778.0,16.946656,,
20181024,28.79,28.55,18971364.0,16.946656,,
20181025,27.6,27.85,15663979.999999998,16.946656,,
20181026,28.2,27.5,11564122.0,16.946656,,
20181029,27.5,26.21,17734764.0,16.946656,,
20181030,26.0,26.7,13712045.000000002,16.946656,,
20181031,26.88,27.04,14890147.0,16.946656,,
20181101,27.38,27.09,15077872.0,16.946656,,
20181102,28.14,29.13,25719407.0,16.946656,,
20181105,28.8,28.25,19401408.0,16.946656,,
20181106,28.09,28.6,9954660.0,16.946656,,
20181107,28.6,28.24,9673520.0,16.946656,,
20181108,28.56,27.9,8117628.999999999,16.946656,,
20181109,27.75,27.84,8776906.0,16.946656,,
20181112,27.68,28.17,13863701.999999998,16.946656,,
20181113,27.63,28.52,19739504.0,16.946656,,
20181114,28.52,28.01,10696210.0,16.946656,,
20181115,27.99,28.37,11171522.0,16.946656,,
20181116,28.43,28.12,12110398.0,16.946656,,
20181119,27.98,28.39,10358381.0,16.946656,,
20181120,28.28,27.68,8382186.0,16.946656,,
20181121,27.4,27.95,7372522.0,16.946656,,
20181122,28.02,27.83,5219934.0,16.946656,,
20181123,27.63,27.45,7853283.0,16.946656,,
20181126,27.6,28.22,11200192.0,16.946656,,
20181127,28.39,28.59,10158285.0,16.946656,,
20181128,28.61,28.59,7515250.0,16.946656,,
20181129,28.86,28.04,6750842.0,16.946656,,
20181130,28.03,28.5,7614342.0,16.946656,,
20181203,29.11,29.82,17701056.0,16.946656,,
20181204,29.82,30.51,13955535.0,16.946656,,
20181205,30.15,30.32,13901039.000000002,16.946656,,
20181206,30.45,30.0,14309784.0,16.946656,,
20181207,30.0,29.4,10878400.0,16.946656,,
20181210,29.6,29.16,10595784.0,16.946656,,
20181211,29.3,30.42,12126797.0,16.946656,,
20181212,30.46,30.31,5952892.0,16.946656,,
20181213,30.31,30.25,11124640.0,16.946656,,
20181214,30.25,29.48,10308862.0,16.946656,,
20181217,29.3,28.96,10934534.0,16.946656,,
20181218,28.72,28.46,8562486.0,16.946656,,
20181219,28.46,26.95,22896385.0,16.946656,,
20181220,26.95,26.83,13868710.0,16.946656,,
20181221,26.74,26.35,14664276.0,16.946656,,
20181224,26.28,26.75,10057687.0,16.946656,,
20181225,26.1,26.59,9910239.0,16.946656,,
20181226,26.68,26.18,8494227.0,16.946656,,
20181227,26.65,26.12,9996040.0,16.946656,,
20181228,26.12,26.3,14505440.0,16.946656,,
20190102,26.01,24.62,20773940.0,16.946656,,
20190103,24.62,24.8,9998338.0,16.946656,,
20190104,24.54,25.7,14694678.0,16.946656,,
20190107,25.65,26.0,14232017.000000002,16.946656,,
20190108,26.0,25.9,6367950.0,16.946656,,
20190109,25.85,26.13,9524619.0,16.946656,,
20190110,26.28,26.27,8216275.0,16.946656,,
20190111,26.48,25.95,6927347.0,16.946656,,
20190114,26.01,25.69,8427784.0,16.946656,,
20190115,25.85,26.3,12201852.0,16.946656,,
20190116,26.34,26.89,13035524.0,16.946656,,
20190117,26.7,26.72,8528225.0,16.946656,,
20190118,26.82,27.0,11590132.0,16.946656,,
20190121,27.02,27.43,14931782.0,16.946656,,
20190122,27.43,26.84,7058028.999999999,16.946656,,
20190123,26.8,26.9,4081076.0,16.946656,,
20190124,26.82,26.72,9121871.0,16.946656,,
20190125,26.64,26.81,8894386.0,16.946656,,
20190128,27.02,27.1,10922732.0,16.946656,,
20190129,27.09,27.46,9817173.0,16.946656,,
20190130,27.48,27.17,5836974.0,16.946656,,
20190131,27.28,27.16,11715144.0,16.946656,,
20190201,27.15,28.27,17301378.0,16.946656,,
20190211,28.28,29.05,11903070.0,16.946656,,
20190212,29.1,29.22,10450521.0,16.946656,,
20190213,29.45,29.83,12435040.0,16.946656,,
20190214,29.99,29.7,7892006.0,16.946656,,
20190215,29.72,29.69,12870805.0,16.946656,,
20190218,29.81,31.56,15990010.0,16.946656,,
20190219,31.7,31.82,15244207.999999998,16.946656,,
20190220,31.79,31.28,11311186.0,16.946656,,
20190221,31.3,31.3,9258318.0,16.946656,,
20190222,31.33,31.58,8292609.0,16.946656,,
20190225,31.32,32.49,16043312.0,16.946656,,
20190226,32.43,32.16,19138620.0,16.946656,,
20190227,31.67,31.0,18862730.0,16.946656,,
20190228,31.3,32.17,16098892.000000002,16.946656,,
20190301,33.5,33.14,17588662.0,16.946656,,
20190304,33.4,33.15,25463784.0,16.946656,,
20190305,33.0,32.82,16404157.999999998,16.946656,,
20190306,32.7,32.96,14635378.0,16.946656,,
20190307,32.8,31.86,17478251.0,16.946656,,
20190308,31.36,30.69,17322775.0,16.946656,,
20190311,30.69,31.94,14334541.0,16.946656,,
20190312,32.19,31.75,13672926.0,16.946656,,
20190313,31.7,31.35,14010526.999999998,16.946656,,
20190314,31.13,31.41,12583199.0,16.946656,,
20190315,31.6,32.22,15681274.0,16.946656,,
20190318,32.0,33.44,20262310.0,16.946656,,
20190319,33.45,32.68,17436816.0,16.946656,,
20190320,32.78,32.59,9730071.0,16.946656,,
20190321,32.5,32.3,10509889.0,16.946656,,
20190322,32.25,32.26,9733385.0,16.946656,,
20190325,31.92,31.49,9954869.0,16.946656,,
20190326,31.5,31.27,8010013.0,16.946656,,
20190327,31.65,32.44,12960889.0,16.946656,,
20190328,32.31,32.43,9377742.0,16.946656,,
20190329,32.48,34.0,23154969.0,16.946656,,
20190401,34.27,34.38,18224493.0,16.946656,,
20190402,34.31,33.82,13268988.0,16.946656,,
20190403,33.6,33.8,8735782.0,16.946656,,
20190404,33.58,33.6,8742213.0,16.946656,,
20190408,33.98,33.21,10724239.0,16.946656,,
20190409,33.09,34.5,15884732.999999998,16.946656,,
20190410,34.83,34.32,13472182.0,16.946656,,
20190411,34.3,33.07,12258965.0,16.946656,,
20190412,33.0,33.69,8889258.0,16.946656,,
20190415,33.78,32.8,14242260.0,16.946656,,
20190416,32.85,33.4,10150357.0,16.946656,,
20190417,33.42,33.76,12306139.0,16.946656,,
20190418,33.98,33.69,5930494.0,16.946656,,
20190419,33.67,33.78,4330244.0,16.946656,,
20190422,33.59,34.46,12964958.0,16.946656,,
20190423,34.37,34.15,11263630.0,16.946656,,
20190424,34.22,34.92,10251996.0,16.946656,,
20190425,34.88,35.73,23996739.0,16.946656,,
20190426,35.9,36.07,20337774.0,16.946656,,
20190429,36.03,37.09,21510646.0,16.946656,,
20190430,37.0,37.33,12135620.0,16.946656,,
20190506,35.98,34.5,24541743.0,16.946656,,
20190507,34.64,36.8,21760412.0,16.946656,,
20190508,36.01,35.09,17673441.0,16.946656,,
20190509,34.5,33.71,16908758.0,16.946656,,
20190510,34.4,35.12,15435654.0,16.946656,,
20190513,34.42,35.84,15068825.0,16.946656,,
20190514,35.6,35.12,11059234.0,16.946656,,
20190515,35.56,36.1,13000348.0,16.946656,,
20190516,36.18,36.39,9437504.0,16.946656,,
20190517,36.4,36.3,14293271.0,16.946656,,
20190520,36.2,36.69,12656341.0,16.946656,,
20190521,36.35,36.8,12731313.0,16.946656,,
20190522,36.75,36.29,11231613.0,16.946656,,
20190523,36.09,35.39,10026046.0,16.946656,,
20190524,35.4,35.4,7996925.999999999,16.946656,,
20190527,35.27,35.8,11163079.0,16.946656,,
20190528,35.98,37.89,21510161.0,16.946656,,
20190529,37.0,37.13,10933310.0,16.946656,,
20190530,37.22,37.75,13975484.0,16.946656,,
20190531,37.99,38.29,12488000.0,16.946656,,
20190603,38.3,37.46,14062390.0,16.946656,,
20190604,37.43,37.3,8441354.0,16.946656,,
20190605,28.75,27.84,17887706.0,22.148222,,
20190606,27.87,28.09,14619664.000000002,22.148222,,
20190610,28.0,28.6,12647421.0,22.148222,,
20190611,28.6,29.34,16274416.0,22.148222,,
20190612,29.1,29.18,11916271.0,22.148222,,
20190613,29.27,28.84,10509760.0,22.148222,,
20190614,28.92,28.5,12622745.0,22.148222,,
20190617,28.65,28.83,10041701.0,22.148222,,
20190618,28.87,29.35,15546994.0,22.148222,,
20190619,29.97,29.36,13675778.0,22.148222,,
20190620,29.19,29.98,20148053.0,22.148222,,
20190621,30.18,30.2,20300846.0,22.148222,,
20190624,30.02,30.08,12563862.0,22.148222,,
20190625,30.25,30.5,14530101.0,22.148222,,
20190626,30.32,31.04,15438376.0,22.148222,,
20190627,31.02,31.0,17069332.0,22.148222,,
20190628,30.9,30.97,10252219.0,22.148222,,
20190701,31.32,31.88,23000877.0,22.148222,,
20190702,31.82,31.77,14739738.0,22.148222,,
20190703,31.69,30.96,17553737.0,22.148222,,
20190704,31.08,30.25,23363577.0,22.148222,,
20190705,30.36,30.78,15901935.999999998,22.148222,,
20190708,30.76,30.74,13720482.999999998,22.148222,,
20190709,30.74,31.0,12341028.0,22.148222,,
20190710,31.18,30.55,11564296.0,22.148222,,
20190711,30.69,30.5,9883000.0,22.148222,,
20190712,30.58,30.3,11715070.0,22.148222,,
20190715,30.38,30.78,13066024.0,22.148222,,
20190716,30.77,30.44,9190593.0,22.148222,,
20190717,30.3,30.33,7600137.0,22.148222,,
20190718,30.15,29.57,13351903.0,22.148222,,
20190719,29.71,29.72,9762992.0,22.148222,,
20190722,29.93,29.81,8828249.0,22.148222,,
20190723,29.91,30.03,6696864.0,22.148222,,
20190724,30.1,30.11,9213429.0,22.148222,,
20190725,30.07,30.06,8201314.999999999,22.148222,,
20190726,30.16,30.89,14942385.0,22.148222,,
20190729,31.0,30.81,8855405.0,22.148222,,
